customer_id,month,active_users,sessions,feature_adoption_score,api_calls
50,2025-04-01,3,23,0.62,115
50,2025-05-01,2,15,0.47,117
50,2025-06-01,2,28,0.57,75
50,2025-07-01,3,44,0.31,147
50,2025-08-01,3,19,0.76,74
50,2025-09-01,2,31,0.82,210
50,2025-10-01,1,16,0.6,55
50,2025-11-01,1,17,0.62,89
50,2025-12-01,1,20,0.7,91
50,2026-01-01,2,37,0.58,89
50,2026-02-01,1,42,0.87,167
50,2026-03-01,1,11,0.5,47
50,2026-04-01,2,42,0.77,134
50,2026-05-01,3,28,0.82,156
50,2026-06-01,1,29,0.52,228
50,2026-07-01,2,35,0.35,275
51,2025-01-01,1,11,0.57,70
51,2025-02-01,1,35,0.46,112
51,2025-03-01,1,21,0.66,135
51,2025-04-01,1,11,0.97,65
51,2025-05-01,1,31,0.42,234
51,2025-06-01,1,29,0.65,74
51,2025-07-01,1,28,0.41,58
51,2025-08-01,1,12,0.72,64
51,2025-09-01,1,18,0.36,65
51,2025-10-01,1,11,0.74,84
51,2025-11-01,1,35,0.41,267
51,2025-12-01,1,30,0.68,165
51,2026-01-01,1,43,0.62,185
51,2026-02-01,1,16,0.52,75
51,2026-03-01,1,10,0.71,64
51,2026-04-01,1,15,0.82,39
51,2026-05-01,1,36,0.63,269
51,2026-06-01,1,37,0.54,255
51,2026-07-01,1,18,0.89,111
52,2024-08-01,112,329,0.68,2273
52,2024-09-01,138,321,0.59,672
52,2024-10-01,55,323,0.56,1535
52,2024-11-01,69,292,0.84,1236
52,2024-12-01,135,299,0.85,1285
52,2025-01-01,140,325,0.39,1852
52,2025-02-01,73,290,0.63,2298
52,2025-03-01,55,297,0.7,1635
52,2025-04-01,81,314,0.57,2258
52,2025-05-01,136,322,0.77,1521
52,2025-06-01,90,327,0.7,1522
52,2025-07-01,125,326,0.6,2187
52,2025-08-01,78,302,0.19,1514
52,2025-09-01,139,313,0.64,1395
52,2025-10-01,139,290,0.54,774
52,2025-11-01,55,318,0.68,2318
52,2025-12-01,92,309,0.44,2112
52,2026-01-01,79,290,0.61,1511
52,2026-02-01,121,310,0.35,762
52,2026-03-01,126,313,0.68,2415
52,2026-04-01,110,325,0.56,1378
52,2026-05-01,71,328,0.7,808
52,2026-06-01,83,324,0.56,1661
52,2026-07-01,115,294,0.63,1908
53,2024-12-01,100,311,0.62,1478
53,2025-01-01,85,312,0.44,844
53,2025-02-01,157,306,0.71,2196
53,2025-03-01,156,326,0.41,815
53,2025-04-01,115,306,0.61,1956
53,2025-05-01,78,303,0.77,821
53,2025-06-01,102,317,0.88,951
53,2025-07-01,105,308,0.67,2438
53,2025-08-01,115,298,0.83,1362
53,2025-09-01,149,308,0.82,992
53,2025-10-01,115,323,0.52,2333
53,2025-11-01,66,323,0.62,1606
53,2025-12-01,118,318,0.65,2506
53,2026-01-01,89,306,0.73,987
53,2026-02-01,116,328,0.56,691
53,2026-03-01,171,306,0.46,2237
53,2026-04-01,153,321,0.86,2339
53,2026-05-01,151,317,0.57,2296
53,2026-06-01,120,296,0.84,917
53,2026-07-01,114,291,0.55,1297
54,2025-10-01,1,79,0.6,291
54,2025-11-01,1,41,0.56,215
54,2025-12-01,4,75,0.74,395
54,2026-01-01,2,57,0.56,455
54,2026-02-01,2,68,0.8,164
54,2026-03-01,2,53,0.57,253
54,2026-04-01,3,50,0.51,312
54,2026-05-01,2,66,0.65,279
54,2026-06-01,3,70,0.65,464
54,2026-07-01,1,54,0.35,285
55,2025-07-01,11,78,0.87,510
55,2025-08-01,11,74,0.81,223
55,2025-09-01,8,48,0.7,208
55,2025-10-01,7,56,0.41,372
55,2025-11-01,9,76,0.9,497
55,2025-12-01,9,51,0.45,163
55,2026-01-01,10,79,0.74,566
55,2026-02-01,13,69,0.39,169
55,2026-03-01,6,41,0.6,191
55,2026-04-01,11,62,0.5,381
55,2026-05-01,13,42,0.73,244
55,2026-06-01,9,40,0.58,146
55,2026-07-01,10,66,0.79,236
56,2025-06-01,2,48,0.58,379
56,2025-07-01,1,33,0.8,204
56,2025-08-01,1,21,0.57,75
56,2025-09-01,2,30,0.38,208
56,2025-10-01,1,15,0.61,96
56,2025-11-01,2,16,0.39,111
56,2025-12-01,2,11,0.69,85
56,2026-01-01,2,36,0.73,142
56,2026-02-01,2,40,0.97,152
56,2026-03-01,1,22,0.42,46
56,2026-04-01,2,30,0.33,177
56,2026-05-01,1,44,0.7,92
56,2026-06-01,2,33,0.66,177
56,2026-07-01,1,25,0.76,110
57,2024-08-01,11,58,0.87,251
57,2024-09-01,10,59,0.53,425
57,2024-10-01,14,50,0.66,163
57,2024-11-01,15,60,0.28,353
57,2024-12-01,14,59,0.7,412
57,2025-01-01,12,66,0.6,279
57,2025-02-01,14,62,0.52,363
57,2025-03-01,11,64,0.62,233
57,2025-04-01,12,58,0.55,187
57,2025-05-01,9,61,0.79,366
57,2025-06-01,14,68,0.63,146
57,2025-07-01,13,54,0.54,368
57,2025-08-01,14,69,0.67,502
57,2025-09-01,10,41,0.62,150
57,2025-10-01,5,75,0.54,417
57,2025-11-01,5,59,0.64,267
57,2025-12-01,14,69,0.39,423
57,2026-01-01,10,46,0.7,361
57,2026-02-01,12,66,0.73,526
57,2026-03-01,7,59,0.51,362
57,2026-04-01,15,70,0.78,166
57,2026-05-01,8,59,0.58,272
57,2026-06-01,13,51,0.57,123
57,2026-07-01,9,73,0.49,170
58,2024-08-01,5,63,0.56,493
58,2024-09-01,5,79,0.56,162
58,2024-10-01,10,62,0.42,210
58,2024-11-01,6,49,0.44,202
58,2024-12-01,4,52,0.69,149
58,2025-01-01,11,77,0.52,225
58,2025-02-01,5,62,0.68,353
58,2025-03-01,8,44,0.73,294
58,2025-04-01,9,63,0.59,157
58,2025-05-01,6,70,0.33,485
58,2025-06-01,8,73,0.68,438
58,2025-07-01,9,79,0.85,252
58,2025-08-01,8,54,0.56,171
58,2025-09-01,8,57,0.73,338
58,2025-10-01,8,51,0.54,365
58,2025-11-01,5,57,0.76,352
58,2025-12-01,8,64,0.61,410
58,2026-01-01,11,65,0.8,287
58,2026-02-01,12,78,0.47,217
58,2026-03-01,5,67,0.74,477
58,2026-04-01,5,42,0.52,317
58,2026-05-01,8,47,0.73,198
58,2026-06-01,7,45,0.52,113
58,2026-07-01,9,70,0.78,281
59,2025-03-01,2,64,0.62,328
59,2025-04-01,6,61,0.35,350
59,2025-05-01,4,59,0.48,314
59,2025-06-01,2,52,0.47,255
59,2025-07-01,2,66,0.46,226
59,2025-08-01,4,52,0.5,249
59,2025-09-01,5,64,0.81,324
59,2025-10-01,7,69,0.69,456
59,2025-11-01,5,68,0.9,447
59,2025-12-01,4,56,0.56,318
59,2026-01-01,4,48,0.54,276
59,2026-02-01,5,69,0.65,319
59,2026-03-01,6,40,0.48,160
59,2026-04-01,5,51,0.7,136
59,2026-05-01,3,47,0.54,320
59,2026-06-01,5,50,0.43,295
59,2026-07-01,3,72,0.7,545
60,2025-03-01,8,45,0.88,175
60,2025-04-01,12,47,0.49,102
60,2025-05-01,11,41,0.42,311
60,2025-06-01,10,67,0.44,252
60,2025-07-01,13,77,0.68,562
60,2025-08-01,8,43,0.56,203
60,2025-09-01,10,71,0.7,289
60,2025-10-01,7,58,0.51,270
60,2025-11-01,5,40,0.57,318
60,2025-12-01,13,72,0.53,545
60,2026-01-01,5,66,0.43,196
60,2026-02-01,7,51,0.5,381
60,2026-03-01,7,42,0.3,202
60,2026-04-01,12,48,0.67,356
60,2026-05-01,5,44,0.83,336
60,2026-06-01,9,54,0.54,340
60,2026-07-01,13,62,0.69,457
61,2024-10-01,2,32,0.51,148
61,2024-11-01,2,11,0.55,44
61,2024-12-01,4,34,0.54,167
61,2025-01-01,3,47,0.66,361
61,2025-02-01,2,24,0.74,97
61,2025-03-01,3,32,0.62,242
61,2025-04-01,4,37,0.88,165
61,2025-05-01,2,19,0.63,39
61,2025-06-01,3,20,0.63,95
61,2025-07-01,2,47,0.46,112
61,2025-08-01,3,11,0.61,57
61,2025-09-01,4,21,0.57,141
61,2025-10-01,2,17,0.59,69
61,2025-11-01,1,40,0.67,246
61,2025-12-01,2,31,0.39,169
61,2026-01-01,3,30,0.7,73
61,2026-02-01,2,44,0.77,174
61,2026-03-01,1,35,0.52,245
61,2026-04-01,4,23,0.41,65
61,2026-05-01,3,24,0.64,103
61,2026-06-01,2,40,0.63,207
61,2026-07-01,4,35,0.67,135
62,2025-11-01,1,15,0.62,80
62,2025-12-01,3,23,0.61,76
62,2026-01-01,2,24,0.63,59
62,2026-02-01,1,28,0.67,170
62,2026-03-01,1,49,0.74,380
62,2026-04-01,2,44,0.58,197
62,2026-05-01,1,23,0.49,122
62,2026-06-01,3,25,0.46,56
62,2026-07-01,1,35,0.62,118
63,2024-08-01,158,313,0.75,1118
63,2024-09-01,77,328,0.63,1895
63,2024-10-01,63,324,0.7,1260
63,2024-11-01,138,294,0.43,2164
63,2024-12-01,143,312,0.28,1635
63,2025-01-01,136,293,0.17,1024
63,2025-02-01,83,321,0.6,2378
63,2025-03-01,89,295,0.59,1879
63,2025-04-01,146,294,0.66,2035
63,2025-05-01,156,324,0.8,1164
63,2025-06-01,161,292,0.53,918
63,2025-07-01,128,303,0.67,1010
63,2025-08-01,99,312,0.43,923
63,2025-09-01,140,314,0.74,1269
63,2025-10-01,125,314,0.77,1763
63,2025-11-01,62,323,0.7,2483
63,2025-12-01,68,296,0.52,1003
63,2026-01-01,154,291,0.51,650
63,2026-02-01,146,307,0.58,1960
63,2026-03-01,55,305,0.5,683
63,2026-04-01,93,301,0.75,1624
63,2026-05-01,60,291,0.96,1894
63,2026-06-01,64,329,0.8,1468
63,2026-07-01,77,306,0.43,772
64,2024-08-01,104,315,0.47,1480
64,2024-09-01,197,318,0.45,1269
64,2024-10-01,96,296,0.45,1466
64,2024-11-01,215,326,0.89,1733
64,2024-12-01,187,302,0.58,2063
64,2025-01-01,247,316,0.85,1289
64,2025-02-01,159,291,0.65,1768
64,2025-03-01,232,294,0.33,2004
64,2025-04-01,148,318,0.74,1279
64,2025-05-01,108,325,0.65,2356
64,2025-06-01,232,304,0.48,1835
64,2025-07-01,106,293,0.62,1526
64,2025-08-01,205,311,0.54,1127
64,2025-09-01,92,323,0.64,873
64,2025-10-01,149,319,0.16,2095
64,2025-11-01,239,310,0.56,1772
64,2025-12-01,162,299,0.33,1190
64,2026-01-01,175,306,0.58,1400
64,2026-02-01,231,313,0.61,1670
64,2026-03-01,193,293,0.35,1413
64,2026-04-01,261,300,0.62,1129
64,2026-05-01,224,317,0.67,1607
64,2026-06-01,109,308,0.8,2425
64,2026-07-01,235,300,0.78,1669
65,2024-08-01,10,41,0.42,83
65,2024-09-01,7,69,0.7,272
65,2024-10-01,9,76,0.59,248
65,2024-11-01,10,59,0.66,263
65,2024-12-01,8,48,0.41,99
65,2025-01-01,10,71,0.59,473
65,2025-02-01,5,75,0.78,283
65,2025-03-01,10,70,0.79,388
65,2025-04-01,8,59,0.54,295
65,2025-05-01,8,49,0.66,142
65,2025-06-01,10,45,0.65,169
65,2025-07-01,10,53,0.73,301
65,2025-08-01,6,77,0.53,154
65,2025-09-01,6,55,0.78,305
65,2025-10-01,4,70,0.82,427
65,2025-11-01,9,56,0.3,157
65,2025-12-01,11,56,0.71,420
65,2026-01-01,6,73,0.64,272
65,2026-02-01,5,53,0.72,106
65,2026-03-01,6,70,0.43,178
65,2026-04-01,11,71,0.63,549
65,2026-05-01,11,74,0.8,318
65,2026-06-01,9,41,0.63,177
65,2026-07-01,7,64,0.43,159
66,2026-05-01,1,48,0.59,223
66,2026-06-01,1,38,0.31,184
66,2026-07-01,1,10,0.54,60
67,2024-08-01,23,115,0.45,739
67,2024-09-01,23,114,0.81,702
67,2024-10-01,27,129,0.6,823
67,2024-11-01,25,122,0.76,805
67,2024-12-01,20,137,0.76,435
67,2025-01-01,31,117,0.65,309
67,2025-02-01,17,135,0.74,798
67,2025-03-01,31,148,0.49,717
67,2025-04-01,11,123,0.66,632
67,2025-05-01,25,128,0.57,449
67,2025-06-01,24,147,0.43,1082
67,2025-07-01,24,116,0.62,556
67,2025-08-01,25,134,0.5,1025
67,2025-09-01,11,146,0.77,568
67,2025-10-01,27,122,0.45,738
67,2025-11-01,30,120,0.78,726
67,2025-12-01,18,120,0.82,468
67,2026-01-01,28,135,0.64,648
67,2026-02-01,21,142,0.67,1134
67,2026-03-01,13,125,0.45,955
67,2026-04-01,20,124,0.83,588
67,2026-05-01,20,147,0.82,659
67,2026-06-01,24,116,0.97,636
67,2026-07-01,29,147,0.52,556
68,2026-01-01,9,143,0.83,470
68,2026-02-01,19,116,0.74,838
68,2026-03-01,11,144,0.47,745
68,2026-04-01,19,136,0.45,393
68,2026-05-01,14,137,0.59,629
68,2026-06-01,20,113,0.59,581
68,2026-07-01,17,135,0.39,525
69,2024-11-01,8,41,0.6,285
69,2024-12-01,5,57,0.69,224
69,2025-01-01,10,65,0.45,199
69,2025-02-01,7,45,0.58,204
69,2025-03-01,3,76,0.81,560
69,2025-04-01,9,49,0.51,136
69,2025-05-01,7,54,0.73,115
69,2025-06-01,7,57,0.56,187
69,2025-07-01,9,72,0.72,229
69,2025-08-01,9,50,0.33,339
69,2025-09-01,5,61,0.76,464
69,2025-10-01,6,64,0.58,287
69,2025-11-01,3,48,0.62,332
69,2025-12-01,7,44,0.62,147
69,2026-01-01,6,78,0.84,448
69,2026-02-01,4,42,0.53,96
69,2026-03-01,7,77,0.41,377
69,2026-04-01,5,47,0.58,96
69,2026-05-01,4,42,0.39,228
69,2026-06-01,10,52,0.5,139
69,2026-07-01,4,46,0.48,104
70,2026-05-01,99,311,0.54,2387
70,2026-06-01,76,297,0.62,731
70,2026-07-01,142,301,0.7,1831
71,2024-08-01,9,75,0.71,595
71,2024-09-01,15,44,0.55,234
71,2024-10-01,12,57,0.45,172
71,2024-11-01,12,67,0.55,301
71,2024-12-01,11,59,0.21,125
71,2025-01-01,5,73,0.61,567
71,2025-02-01,9,78,0.67,266
71,2025-03-01,5,64,0.41,353
71,2025-04-01,6,51,0.68,187
71,2025-05-01,14,50,0.78,388
71,2025-06-01,9,63,0.43,280
71,2025-07-01,7,61,0.51,389
71,2025-08-01,13,67,0.76,283
71,2025-09-01,14,67,0.48,301
71,2025-10-01,12,55,0.66,314
71,2025-11-01,6,61,0.46,170
71,2025-12-01,14,61,0.84,453
71,2026-01-01,9,64,0.4,408
71,2026-02-01,11,62,0.45,473
71,2026-03-01,11,57,0.58,303
71,2026-04-01,6,57,0.41,397
71,2026-05-01,13,46,0.36,283
71,2026-06-01,7,70,0.67,355
71,2026-07-01,10,52,0.69,123
72,2024-08-01,5,67,0.56,249
72,2024-09-01,7,45,0.55,176
72,2024-10-01,7,41,0.57,124
72,2024-11-01,3,74,0.47,260
72,2024-12-01,3,40,0.55,85
72,2025-01-01,7,73,0.79,334
72,2025-02-01,4,55,0.66,194
72,2025-03-01,3,58,0.68,249
72,2025-04-01,5,64,0.51,353
72,2025-05-01,6,45,0.61,147
72,2025-06-01,4,63,0.41,432
72,2025-07-01,4,54,0.54,203
72,2025-08-01,2,56,0.72,163
72,2025-09-01,5,44,0.89,267
72,2025-10-01,2,52,0.71,333
72,2025-11-01,3,70,0.39,163
72,2025-12-01,4,69,0.76,229
72,2026-01-01,3,52,0.33,388
72,2026-02-01,6,48,0.44,186
72,2026-03-01,6,62,0.37,453
72,2026-04-01,6,70,0.39,545
72,2026-05-01,3,56,0.59,324
72,2026-06-01,4,45,0.67,129
72,2026-07-01,6,50,0.47,221
73,2024-09-01,10,58,0.71,436
73,2024-10-01,13,63,0.51,415
73,2024-11-01,6,53,0.76,410
73,2024-12-01,5,46,0.62,165
73,2025-01-01,5,47,0.62,263
73,2025-02-01,14,58,0.72,414
73,2025-03-01,7,73,0.54,545
73,2025-04-01,14,57,0.43,285
73,2025-05-01,7,63,0.78,218
73,2025-06-01,5,73,0.48,445
73,2025-07-01,12,78,0.58,535
73,2025-08-01,8,59,0.69,467
73,2025-09-01,12,68,0.69,412
73,2025-10-01,11,43,0.39,307
73,2025-11-01,9,40,0.75,283
73,2025-12-01,6,62,0.63,194
73,2026-01-01,10,75,0.78,288
73,2026-02-01,9,56,0.66,350
73,2026-03-01,13,74,0.66,445
73,2026-04-01,6,70,0.48,397
73,2026-05-01,8,53,0.54,128
73,2026-06-01,12,66,0.39,230
73,2026-07-01,8,52,0.72,345
74,2024-08-01,10,71,0.63,215
74,2024-09-01,9,57,0.35,414
74,2024-10-01,5,70,0.5,306
74,2024-11-01,5,41,0.58,245
74,2024-12-01,8,69,0.81,219
74,2025-01-01,12,55,0.54,332
74,2025-02-01,7,56,0.78,216
74,2025-03-01,8,64,0.72,481
74,2025-04-01,8,55,0.48,394
74,2025-05-01,4,41,1.0,307
74,2025-06-01,11,61,0.62,461
74,2025-07-01,11,72,0.56,276
74,2025-08-01,5,57,0.73,194
74,2025-09-01,13,75,0.75,198
74,2025-10-01,5,73,0.79,295
74,2025-11-01,11,76,0.53,523
74,2025-12-01,13,56,0.57,444
74,2026-01-01,14,57,0.83,372
74,2026-02-01,12,61,0.56,437
74,2026-03-01,11,68,0.74,276
74,2026-04-01,13,51,0.62,158
74,2026-05-01,10,61,0.43,228
74,2026-06-01,8,74,0.66,506
74,2026-07-01,12,73,0.59,294
75,2025-11-01,68,307,0.44,916
75,2025-12-01,104,311,0.42,1151
75,2026-01-01,120,323,0.67,1701
75,2026-02-01,57,326,0.53,1584
75,2026-03-01,116,310,0.64,644
75,2026-04-01,52,305,0.56,2140
75,2026-05-01,113,306,0.58,1133
75,2026-06-01,118,304,0.63,2345
75,2026-07-01,89,303,0.67,910
76,2025-10-01,1,26,0.47,176
76,2025-11-01,1,41,0.48,180
76,2025-12-01,1,28,0.65,125
76,2026-01-01,1,32,0.5,250
76,2026-02-01,1,42,0.48,129
76,2026-03-01,1,36,0.66,95
76,2026-04-01,1,32,0.52,155
76,2026-05-01,1,38,0.42,109
76,2026-06-01,1,32,0.67,222
76,2026-07-01,1,40,0.57,155
77,2024-10-01,35,141,0.52,805
77,2024-11-01,27,135,0.53,377
77,2024-12-01,36,119,0.78,707
77,2025-01-01,27,121,0.45,840
77,2025-02-01,17,126,0.81,608
77,2025-03-01,22,111,0.21,354
77,2025-04-01,14,131,0.68,714
77,2025-05-01,14,120,0.39,518
77,2025-06-01,16,133,0.69,503
77,2025-07-01,18,126,0.55,437
77,2025-08-01,20,133,0.76,1004
77,2025-09-01,17,139,0.65,1015
77,2025-10-01,14,133,0.85,965
77,2025-11-01,35,129,0.44,846
77,2025-12-01,12,140,0.38,701
77,2026-01-01,20,118,0.37,853
77,2026-02-01,35,135,0.6,613
77,2026-03-01,19,135,0.77,424
77,2026-04-01,35,142,0.66,768
77,2026-05-01,23,142,0.77,962
77,2026-06-01,21,135,0.46,913
77,2026-07-01,21,116,0.52,750
78,2024-08-01,83,290,0.61,1279
78,2024-09-01,134,305,0.45,1743
78,2024-10-01,104,309,0.96,2007
78,2024-11-01,106,315,0.75,1542
78,2024-12-01,222,292,0.47,1836
78,2025-01-01,168,300,0.51,2331
78,2025-02-01,183,322,0.74,1131
78,2025-03-01,177,323,0.19,750
78,2025-04-01,130,298,0.66,1192
78,2025-05-01,203,306,0.42,1948
78,2025-06-01,150,292,0.63,1811
78,2025-07-01,139,325,0.66,1655
78,2025-08-01,212,302,0.57,820
78,2025-09-01,203,301,0.37,948
78,2025-10-01,205,321,0.75,1296
78,2025-11-01,205,316,0.56,1922
78,2025-12-01,141,304,0.5,909
78,2026-01-01,195,312,0.62,2024
78,2026-02-01,182,300,0.32,2271
78,2026-03-01,122,324,0.73,1022
78,2026-04-01,83,323,0.44,2053
78,2026-05-01,196,306,0.59,717
78,2026-06-01,183,302,0.81,1893
78,2026-07-01,164,293,0.47,1163
79,2024-12-01,6,50,0.69,280
79,2025-01-01,4,48,0.5,305
79,2025-02-01,7,60,0.54,186
79,2025-03-01,4,68,0.77,441
79,2025-04-01,5,61,0.6,249
79,2025-05-01,7,78,0.37,495
79,2025-06-01,2,77,0.48,373
79,2025-07-01,7,49,0.6,315
79,2025-08-01,4,63,0.56,380
79,2025-09-01,5,60,0.39,294
79,2025-10-01,3,57,0.69,150
79,2025-11-01,7,71,0.55,494
79,2025-12-01,7,71,0.52,340
79,2026-01-01,2,62,0.78,221
79,2026-02-01,4,72,0.57,410
79,2026-03-01,4,57,0.5,239
79,2026-04-01,4,49,0.55,390
79,2026-05-01,7,41,0.64,254
79,2026-06-01,7,43,0.75,262
79,2026-07-01,5,69,0.48,269
80,2025-09-01,1,33,0.74,88
80,2025-10-01,2,27,0.74,94
80,2025-11-01,1,38,0.93,193
80,2025-12-01,2,21,0.63,150
80,2026-01-01,1,21,0.85,128
80,2026-02-01,2,35,0.56,226
80,2026-03-01,1,18,0.59,131
80,2026-04-01,1,14,0.45,54
80,2026-05-01,1,24,0.74,178
80,2026-06-01,1,49,0.74,143
80,2026-07-01,1,15,0.38,50
81,2024-08-01,68,135,0.6,474
81,2024-09-01,63,136,0.62,440
81,2024-10-01,39,125,0.51,256
81,2024-11-01,62,135,0.75,987
81,2024-12-01,47,137,0.86,784
81,2025-01-01,30,144,0.42,1096
81,2025-02-01,44,122,0.8,316
81,2025-03-01,36,147,0.59,586
81,2025-04-01,67,117,0.49,514
81,2025-05-01,38,119,0.44,939
81,2025-06-01,25,127,0.45,436
81,2025-07-01,44,146,0.34,1053
81,2025-08-01,58,127,0.91,462
81,2025-09-01,42,123,0.69,694
81,2025-10-01,37,124,0.47,741
81,2025-11-01,42,126,0.39,295
81,2025-12-01,51,144,0.77,354
81,2026-01-01,51,118,0.51,417
81,2026-02-01,29,133,0.61,864
81,2026-03-01,64,143,0.82,686
81,2026-04-01,51,135,0.66,640
81,2026-05-01,41,139,0.65,1084
81,2026-06-01,56,131,0.46,285
81,2026-07-01,65,113,0.57,364
82,2024-08-01,13,132,0.47,662
82,2024-09-01,28,146,0.35,559
82,2024-10-01,14,127,0.87,995
82,2024-11-01,10,116,0.62,284
82,2024-12-01,27,143,0.6,568
82,2025-01-01,29,148,0.57,704
82,2025-02-01,17,147,0.63,403
82,2025-03-01,23,148,0.88,976
82,2025-04-01,11,118,0.7,559
82,2025-05-01,26,128,0.58,264
82,2025-06-01,23,123,0.81,974
82,2025-07-01,21,119,0.65,886
82,2025-08-01,17,116,0.7,901
82,2025-09-01,11,132,0.63,697
82,2025-10-01,30,134,0.64,495
82,2025-11-01,27,138,0.44,863
82,2025-12-01,27,112,0.44,714
82,2026-01-01,11,147,0.28,359
82,2026-02-01,16,143,0.72,1066
82,2026-03-01,23,126,0.32,960
82,2026-04-01,22,116,0.69,780
82,2026-05-01,15,136,0.62,639
82,2026-06-01,26,145,0.66,1121
82,2026-07-01,21,116,0.55,514
83,2026-04-01,23,113,0.6,635
83,2026-05-01,12,118,0.78,309
83,2026-06-01,15,114,0.79,344
83,2026-07-01,21,126,0.51,273
84,2025-05-01,1,18,0.82,98
84,2025-06-01,1,28,0.59,174
84,2025-07-01,1,30,0.34,61
84,2025-08-01,1,48,0.6,224
84,2025-09-01,1,41,0.76,225
84,2025-10-01,1,43,0.63,109
84,2025-11-01,1,47,0.85,129
84,2025-12-01,1,44,0.69,223
84,2026-01-01,1,39,0.59,153
84,2026-02-01,1,23,0.67,83
84,2026-03-01,1,29,0.66,66
84,2026-04-01,1,14,0.51,28
84,2026-05-01,1,21,0.62,122
84,2026-06-01,1,26,0.83,158
84,2026-07-01,1,40,0.59,81
85,2024-08-01,219,327,0.24,1199
85,2024-09-01,198,323,0.38,905
85,2024-10-01,91,299,0.57,721
85,2024-11-01,125,318,0.72,875
85,2024-12-01,179,328,0.93,1189
85,2025-01-01,134,308,0.45,1293
85,2025-02-01,201,313,0.71,2262
85,2025-03-01,191,324,0.43,1631
85,2025-04-01,87,329,0.47,2131
85,2025-05-01,126,302,0.43,714
85,2025-06-01,75,291,0.77,1296
85,2025-07-01,176,317,0.49,2177
85,2025-08-01,194,324,0.76,2560
85,2025-09-01,176,294,0.76,2202
85,2025-10-01,132,322,0.84,1477
85,2025-11-01,143,324,0.73,2376
85,2025-12-01,167,299,0.33,1528
85,2026-01-01,77,297,0.33,2250
85,2026-02-01,170,321,0.53,743
85,2026-03-01,142,305,0.66,804
85,2026-04-01,118,295,0.71,2182
85,2026-05-01,90,309,0.76,1688
85,2026-06-01,141,322,0.67,1665
85,2026-07-01,195,328,0.32,1177
86,2025-05-01,1,27,0.6,70
86,2025-06-01,1,47,0.61,225
86,2025-07-01,2,14,0.76,100
86,2025-08-01,2,29,0.54,125
86,2025-09-01,2,32,0.51,250
86,2025-10-01,2,41,0.65,149
86,2025-11-01,2,48,0.52,171
86,2025-12-01,2,38,0.71,298
86,2026-01-01,1,11,0.68,76
86,2026-02-01,2,27,1.0,95
86,2026-03-01,2,10,0.76,46
86,2026-04-01,1,12,0.78,85
86,2026-05-01,1,43,0.65,325
86,2026-06-01,1,19,0.7,76
86,2026-07-01,1,12,0.58,49
87,2024-08-01,187,310,0.45,1207
87,2024-09-01,186,304,0.74,680
87,2024-10-01,103,326,0.6,2352
87,2024-11-01,213,316,0.66,1095
87,2024-12-01,216,327,0.55,1734
87,2025-01-01,97,327,0.68,2441
87,2025-02-01,203,310,0.31,1636
87,2025-03-01,191,304,0.49,1981
87,2025-04-01,221,305,0.54,2344
87,2025-05-01,100,329,0.41,1695
87,2025-06-01,113,327,0.59,1164
87,2025-07-01,174,317,0.67,2044
87,2025-08-01,224,294,0.43,1811
87,2025-09-01,189,291,0.75,2081
87,2025-10-01,93,290,0.28,1151
87,2025-11-01,174,295,0.63,1684
87,2025-12-01,92,291,0.76,1756
87,2026-01-01,218,309,0.68,1148
87,2026-02-01,83,290,0.53,2239
87,2026-03-01,195,292,0.59,892
87,2026-04-01,180,311,0.6,649
87,2026-05-01,203,299,0.5,1496
87,2026-06-01,114,305,0.48,2247
87,2026-07-01,191,304,0.73,1690
88,2024-08-01,45,124,0.35,901
88,2024-09-01,27,142,0.56,843
88,2024-10-01,32,116,0.89,364
88,2024-11-01,36,122,0.67,381
88,2024-12-01,27,139,0.8,395
88,2025-01-01,43,131,0.55,838
88,2025-02-01,27,146,0.53,866
88,2025-03-01,33,131,0.76,433
88,2025-04-01,23,148,0.66,420
88,2025-05-01,68,140,0.18,417
88,2025-06-01,67,123,0.71,324
88,2025-07-01,61,128,0.5,883
88,2025-08-01,51,113,0.34,436
88,2025-09-01,27,126,0.31,591
88,2025-10-01,66,126,0.7,610
88,2025-11-01,35,127,0.4,949
88,2025-12-01,38,123,0.75,748
88,2026-01-01,51,113,0.5,325
88,2026-02-01,33,148,0.44,825
88,2026-03-01,23,147,0.86,1096
88,2026-04-01,60,129,0.73,1005
88,2026-05-01,26,146,0.42,966
88,2026-06-01,28,114,0.52,296
88,2026-07-01,58,121,0.47,389
89,2025-04-01,1,39,0.38,198
89,2025-05-01,3,22,0.33,62
89,2025-06-01,1,32,0.63,242
89,2025-07-01,1,27,0.45,132
89,2025-08-01,2,19,0.53,110
89,2025-09-01,1,16,0.44,87
89,2025-10-01,3,12,0.8,55
89,2025-11-01,2,21,0.58,118
89,2025-12-01,3,48,0.66,104
89,2026-01-01,1,31,0.44,145
89,2026-02-01,2,39,0.82,111
89,2026-03-01,3,32,0.52,185
89,2026-04-01,2,36,0.56,163
89,2026-05-01,2,42,0.6,268
89,2026-06-01,3,25,0.4,85
89,2026-07-01,1,37,0.66,202
90,2024-08-01,102,294,0.66,1378
90,2024-09-01,95,307,0.73,1768
90,2024-10-01,162,305,0.16,849
90,2024-11-01,191,291,0.65,1980
90,2024-12-01,67,327,0.84,1867
90,2025-01-01,130,306,0.7,1063
90,2025-02-01,179,295,0.44,2244
